name,state,acronym,short_name
Nova Southeastern University,FL,NSU,NSU
Northwest Florida State College,FL,NFSC,NFSC
Orange Technical College,FL,OTC,OTC
Palm Beach Atlantic University,FL,PBAU,PBAU
Palm Beach State College,FL,PBSC,PBSC
Pasco-Hernando State College,FL,PHSC,PHSC
PENSACOLA CHRISTIAN COLLEGE,FL,PCC,PCC
Pensacola State College,FL,PSC,PSC
Pinellas Technical College-Clearwater,FL,PTCC,PTCC
Polk State College,FL,PSC,PSC
Radford M Locklin Technical College,FL,RMLTC,RMLTC
Saint Vincent de Paul Regional Seminary,FL,SVDPRS,SVDPRS
Ridge Technical College,FL,RTC,RTC
Ringling College of Art and Design,FL,RCAD,RCAD
Robert Morgan Educational Center and Technical College,FL,RMECTC,RMECTC
Rollins College,FL,RC,RC
First Coast Technical College,FL,FCTC,FCTC
Saint Leo University,FL,SLU,SLU
St Petersburg College,FL,SPC,SPC
Pinellas Technical College-St. Petersburg,FL,PTCSP,PTCSP
Santa Fe College,FL,SFC,SFC
Suncoast Technical College,FL,STC,STC
Seminole State College of Florida,FL,SSCF,SSCF
Sheridan Technical College,FL,STC,STC
St. John Vianney College Seminary,FL,SJVCS,SJVCS
Saint Johns River State College,FL,SJRSC,SJRSC
South Florida State College,FL,SFSC,SFSC
University of South Florida,FL,USF,USF
St. Thomas University,FL,STU,STU
Stetson University,FL,SU,SU
Southeastern University,FL,SU,SU
Bene's Career Academy,FL,BCA,BCA
Riveroak Technical College,FL,RTC,RTC
Tallahassee State College,FL,TSC,TSC
Talmudic College of Florida,FL,TCF,TCF
The University of Tampa,FL,UT,UT
Big Bend Technical College,FL,BBTC,BBTC
Tom P. Haney Technical College,FL,TPHTC,TPHTC
Trinity College of Jacksonville,FL,TCJ,TCJ
Trinity College of Florida,FL,TCF,TCF
Valencia College,FL,VC,VC
Warner University,FL,WU,WU
Florida Panhandle Technical College,FL,FPTC,FPTC
Webber International University,FL,WIU,WIU
Rasmussen University-Florida,FL,RUF,RUF
University of West Florida,FL,UWF,UWF
Orange Technical College-West Campus,FL,OTCWC,OTCWC
William T McFatter Technical College,FL,WTMTC,WTMTC
Withlacoochee Technical College,FL,WTC,WTC
Abraham Baldwin Agricultural College,GA,ABAC,ABAC
Agnes Scott College,GA,ASC,ASC
Interactive College of Technology-Chamblee,GA,ICTC,ICTC
Interactive College of Technology-Morrow,GA,ICTM,ICTM
Albany Technical College,GA,ATC,ATC
Albany State University,GA,ASU,ASU
Andrew College,GA,AC,AC
Georgia Career Institute,GA,GCI,GCI
Atlanta Technical College,GA,ATC,ATC
Point University,GA,PU,PU
Atlanta Metropolitan State College,GA,AMSC,AMSC
Atlanta's John Marshall Law School,GA,AJMLS,AJMLS
Clark Atlanta University,GA,CAU,CAU
Augusta Technical College,GA,ATC,ATC
Berry College,GA,BC,BC
Beulah Heights University,GA,BHU,BHU
Brenau University,GA,BU,BU
Brewton-Parker Christian University,GA,BPCU,BPCU
College of Coastal Georgia,GA,CCG,CCG
West Georgia Technical College,GA,WGTC,WGTC
Clayton  State University,GA,CSU,CSU
Columbia Theological Seminary,GA,CTS,CTS
Columbus Technical College,GA,CTC,CTC
Columbus State University,GA,CSU,CSU
Georgia Northwestern Technical College,GA,GNTC,GNTC
Covenant College,GA,CC,CC
Dalton State College,GA,DSC,DSC
Pro Way Hair School,GA,PWHS,PWHS
South University-Savannah,GA,SUS,SUS
East Georgia State College,GA,EGSC,EGSC
Emmanuel University,GA,EU,EU
Emory University,GA,EU,EU
Georgia Highlands College,GA,GHC,GHC
Fort Valley State University,GA,FVSU,FVSU
Grady Health System Professional Schools,GA,GHSPS,GHSPS
Georgia Institute of Technology-Main Campus,GA,GITMC,GITMC
Georgia Southwestern State University,GA,GSSU,GSSU
Georgia College & State University,GA,GCSU,GCSU
Georgia Southern University,GA,GSU,GSU
Georgia State University,GA,GSU,GSU
University of Georgia,GA,UG,UG
Gordon State College,GA,GSC,GSC
Southern Crescent Technical College,GA,SCTC,SCTC
Gupton Jones College of Funeral Service,GA,GJCFS,GJCFS
Gwinnett College-Lilburn,GA,GCL,GCL
Gwinnett Technical College,GA,GTC,GTC
Interdenominational Theological Center,GA,ITC,ITC
LaGrange College,GA,LC,LC
Lanier Technical College,GA,LTC,LTC
Life University,GA,LU,LU
Chattahoochee Technical College,GA,CTC,CTC
Herzing University-Atlanta,GA,HUA,HUA
Mercer University,GA,MU,MU
Morehouse College,GA,MC,MC
Morehouse School of Medicine,GA,MSM,MSM
Morris Brown College,GA,MBC,MBC
North Georgia Technical College,GA,NGTC,NGTC
Oglethorpe University,GA,OU,OU
Paine College,GA,PC,PC
Piedmont University,GA,PU,PU
Miami Ad School-Atlanta,GA,MASA,MASA
Reinhardt University,GA,RU,RU
Savannah Technical College,GA,STC,STC
Savannah College of Art and Design,GA,SCAD,SCAD
Savannah State University,GA,SSU,SSU
Shorter University,GA,SU,SU
South Georgia Technical College,GA,SGTC,SGTC
Spelman College,GA,SC,SC
Thomas University,GA,TU,TU
Toccoa Falls College,GA,TFC,TFC
Truett McConnell University,GA,TMU,TMU
Wiregrass Georgia Technical College,GA,WGTC,WGTC
Valdosta State University,GA,VSU,VSU
Wesleyan College,GA,WC,WC
University of West Georgia,GA,UWG,UWG
Young Harris College,GA,YHC,YHC
Chaminade University of Honolulu,HI,CUH,CUH
University of Hawaii at Hilo,HI,UHH,UHH
University of Hawaii at Manoa,HI,UHM,UHM
Hawaii Institute of Hair Design,HI,HIHD,HIHD
Hawaii Pacific University,HI,HPU,HPU
Honolulu Community College,HI,HCC,HCC
Kapiolani Community College,HI,KCC,KCC
Kauai Community College,HI,KCC,KCC
Leeward Community College,HI,LCC,LCC
University of Hawaii Maui College,HI,UHMC,UHMC
University of Hawaii-West Oahu,HI,UHWO,UHWO
Windward Community College,HI,WCC,WCC
Carrington College-Boise,ID,CCB,CCB
Boise Bible College,ID,BBC,BBC
Boise State University,ID,BSU,BSU
College of Eastern Idaho,ID,CEI,CEI
Idaho State University,ID,ISU,ISU
University of Idaho,ID,UI,UI
The College of Idaho,ID,CI,CI
Lewis-Clark State College,ID,LCSC,LCSC
Aveda Institute-Twin Falls,ID,AITF,AITF
North Idaho College,ID,NIC,NIC
Northwest Nazarene University,ID,NNU,NNU
Nathan Layne Institute of Cosmetology,ID,NLIC,NLIC
Brigham Young University-Idaho,ID,BYUI,BYUI
College of Southern Idaho,ID,CSI,CSI
Adler University,IL,AU,AU
American Islamic College,IL,AIC,AIC
School of the Art Institute of Chicago,IL,SAIC,SAIC
Augustana College,IL,AC,AC
Aurora University,IL,AU,AU
Southwestern Illinois College,IL,SIC,SIC
Bethany Theological Seminary,IN,BTS,BTS
Black Hawk College,IL,BHC,BHC
Blackburn College,IL,BC,BC
Blessing Rieman College of Nursing and Health Sciences,IL,BRCNHS,BRCNHS
Bradley University,IL,BU,BU
Paul Mitchell the School-Tinley Park,IL,PMSTP,PMSTP
Cameo Beauty Academy,IL,CBA,CBA
Cannella School of Hair Design-Villa Park,IL,CSHDVP,CSHDVP
Cannella School of Hair Design-Chicago,IL,CSHDC,CSHDC
Capri Beauty College,IL,CBC,CBC
Carl Sandburg College,IL,CSC,CSC
Catholic Theological Union at Chicago,IL,CTUC,CTUC
Midwestern University-Downers Grove,IL,MUDG,MUDG
The Chicago School at Chicago,IL,CSC,CSC
Chicago State University,IL,CSU,CSU
Chicago Theological Seminary,IL,CTS,CTS
University of Chicago,IL,UC,UC
City Colleges of Chicago-Kennedy-King College,IL,CCCKKC,CCCKKC
City Colleges of Chicago-Malcolm X College,IL,CCCMXC,CCCMXC
City Colleges of Chicago-Olive-Harvey College,IL,CCCOHC,CCCOHC
City Colleges of Chicago-Harry S Truman College,IL,CCCHSTC,CCCHSTC
City Colleges of Chicago-Richard J Daley College,IL,CCCRJDC,CCCRJDC
City Colleges of Chicago-Harold Washington College,IL,CCCHWC,CCCHWC
City Colleges of Chicago-Wilbur Wright College,IL,CCCWWC,CCCWWC
Columbia College Chicago,IL,CCC,CCC
Concordia University-Chicago,IL,CUC,CUC
Danville Area Community College,IL,DACC,DACC
Tricoci University of Beauty Culture,IL,TUBC,TUBC
DePaul University,IL,DU,DU
Cosmetology & Spa Academy,IL,CSA,CSA
College of DuPage,IL,CD,CD
East-West University,IL,EWU,EWU
Eastern Illinois University,IL,EIU,EIU
Elgin Community College,IL,ECC,ECC
Elmhurst University,IL,EU,EU
Eureka College,IL,EC,EC
First Institute of Travel Inc.,IL,FITI,FITI
Fox College,IL,FC,FC
Garrett-Evangelical Theological Seminary,IL,GETS,GETS
Gem City College,IL,GCC,GCC
Governors State University,IL,GSU,GSU
Graham Hospital School of Nursing,IL,GHSN,GHSN
Greenville University,IL,GU,GU
G Skin & Beauty Institute,IL,GSBI,GSBI
Hair Professionals Career College,IL,HPCC,HPCC
Hair Professionals School of Cosmetology,IL,HPSC,HPSC
Hebrew Theological College,IL,HTC,HTC
Highland Community College,IL,HCC,HCC
Rosalind Franklin University of Medicine and Science,IL,RFUMS,RFUMS
University of Illinois Chicago,IL,UIC,UIC
Benedictine University,IL,BU,BU
Illinois College of Optometry,IL,ICO,ICO
University of Illinois Urbana-Champaign,IL,UIUC,UIUC
Illinois Wesleyan University,IL,IWU,IWU
Illinois Central College,IL,ICC,ICC
Illinois College,IL,IC,IC
Illinois Eastern Community Colleges,IL,IECC,IECC
Illinois Institute of Technology,IL,IIT,IIT
Illinois State University,IL,ISU,ISU
Illinois Valley Community College,IL,IVCC,IVCC
Institute for Clinical Social Work,IL,ICSW,ICSW
John A Logan College,IL,JLC,JLC
John Wood Community College,IL,JWCC,JWCC
Joliet Junior College,IL,JJC,JJC
Judson University,IL,JU,JU
Kankakee Community College,IL,KCC,KCC
Kaskaskia College,IL,KC,KC
Kishwaukee College,IL,KC,KC
Knox College,IL,KC,KC
Educators of Beauty College of Cosmetology-Peru,IL,EBCCP,EBCCP
College of Lake County,IL,CLC,CLC
Lake Forest College,IL,LFC,LFC
Lake Forest Graduate School of Management,IL,LFGSM,LFGSM
Lake Land College,IL,LLC,LLC
Lakeview College of Nursing,IL,LCN,LCN
Lewis and Clark Community College,IL,LCCC,LCCC
Lewis University,IL,LU,LU
Lincoln Land Community College,IL,LLCC,LLCC
Lincoln College of Technology-Melrose Park,IL,LCTMP,LCTMP
Loyola University Chicago,IL,LUC,LUC
Lutheran School of Theology at Chicago,IL,LSTC,LSTC
Trinity College of Nursing & Health Sciences,IL,TCNHS,TCNHS
Steven Papageorge Hair Academy,IL,SPHA,SPHA
Generations College,IL,GC,GC
McCormick Theological Seminary,IL,MTS,MTS
McHenry County College,IL,MCC,MCC
McKendree University,IL,MU,MU
Meadville Theological School of Lombard College,IL,MTSLC,MTSLC
Methodist College,IL,MC,MC
Millikin University,IL,MU,MU
Monmouth College,IL,MC,MC
Moody Bible Institute,IL,MBI,MBI
Moraine Valley Community College,IL,MVCC,MVCC
Morrison Institute of Technology,IL,MIT,MIT
Morton College,IL,MC,MC
National Louis University,IL,NLU,NLU
National University of Health Sciences,IL,NUHS,NUHS
Cosmetology Concepts Niles,IL,CCN,CCN
North Central College,IL,NCC,NCC
North Park University,IL,NPU,NPU
Northern Baptist Theological Seminary,IL,NBTS,NBTS
Northern Illinois University,IL,NIU,NIU
Northwestern University,IL,NU,NU
Northeastern Illinois University,IL,NIU,NIU
Oakton College,IL,OC,OC
Oehrlein School of Cosmetology,IL,OSC,OSC
Olivet Nazarene University,IL,ONU,ONU
Parkland College,IL,PC,PC
Prairie State College,IL,PSC,PSC
Principia College,IL,PC,PC
Professional's Choice Hair Design Academy,IL,PCHDA,PCHDA
Quincy University,IL,QU,QU
Rend Lake College,IL,RLC,RLC
Richland Community College,IL,RCC,RCC
Rock Valley College,IL,RVC,RVC
Rockford University,IL,RU,RU
Roosevelt University,IL,RU,RU
Dominican University,IL,DU,DU
Rush University,IL,RU,RU
Saint Francis Medical Center College of Nursing,IL,SFMCCN,SFMCCN
University of St Francis,IL,USF,USF
St. John's College,IL,SJC,SJC
Saint Xavier University,IL,SXU,SXU
University of Illinois Springfield,IL,UIS,UIS
Sauk Valley Community College,IL,SVCC,SVCC
Shawnee Community College,IL,SCC,SCC
University of Saint Mary of the Lake,IL,USML,USML
Southeastern Illinois College,IL,SIC,SIC
Spertus College,IL,SC,SC
Spoon River College,IL,SRC,SRC
Saint Anthony College of Nursing,IL,SACN,SACN
Educators of Beauty College of Cosmetology-Sterling,IL,EBCCS,EBCCS
Southern Illinois University-Carbondale,IL,SIUC,SIUC
Southern Illinois University Edwardsville,IL,SIUE,SIUE
Taylor Business Institute,IL,TBI,TBI
Telshe Yeshiva-Chicago,IL,TYC,TYC
South Suburban College,IL,SSC,SSC
Trinity Christian College,IL,TCC,TCC
Trinity International University-Illinois,IL,TIUI,TIUI
Triton College,IL,TC,TC
University of Spa & Cosmetology Arts,IL,USCA,USCA
VanderCook College of Music,IL,VCM,VCM
Waubonsee Community College,IL,WCC,WCC
Western Illinois University,IL,WIU,WIU
Wheaton College,IL,WC,WC
William Rainey Harper College,IL,WRHC,WRHC
Anderson University,IN,AU,AU
Ball State University,IN,BSU,BSU
Bethel University,IN,BU,BU
Butler University,IN,BU,BU
Calumet College of Saint Joseph,IN,CCSJ,CCSJ
Christian Theological Seminary,IN,CTS,CTS
College of Court Reporting Inc,IN,CCRI,CCRI
Concordia Theological Seminary,IN,CTS,CTS
Tricoci University of Beauty Culture-Highland,IN,TUBCH,TUBCH
DePauw University,IN,DU,DU
Don Roberts School of Hair Design,IN,DRSHD,DRSHD
Earlham College,IN,EC,EC
University of Evansville,IN,UE,UE
Franklin College,IN,FC,FC
Goshen College,IN,GC,GC
Grace College and Theological Seminary,IN,GCTS,GCTS
Hanover College,IN,HC,HC
J Michael Harrold Beauty Academy,IN,JMHBA,JMHBA
Holy Cross College,IN,HCC,HCC
PJ's College of Cosmetology-Clarksville,IN,PCCC,PCCC
Huntington University,IN,HU,HU
Ivy Tech Community College,IN,ITCC,ITCC
Purdue University Fort Wayne,IN,PUFW,PUFW
Indiana University-Indianapolis,IN,IUI,IUI
University of Indianapolis,IN,UI,UI
Indiana Institute of Technology,IN,IIT,IIT
University of Southern Indiana,IN,USI,USI
Indiana State University,IN,ISU,ISU
Indiana University-Kokomo,IN,IUK,IUK
Indiana University-South Bend,IN,IUSB,IUSB
Indiana University-Bloomington,IN,IUB,IUB
Indiana University-Northwest,IN,IUN,IUN
Indiana University-Southeast,IN,IUS,IUS
Indiana University-East,IN,IUE,IUE
Vet Tech Institute of Indiana,IN,VTII,VTII
Taylor Institute of Cosmetology II,IN,TICI,TICI
Tricoci University of Beauty Culture-Lafayette,IN,TUBCL,TUBCL
Lincoln College of Technology-Indianapolis,IN,LCTI,LCTI
Manchester University,IN,MU,MU
Marian University,IN,MU,MU
Indiana Wesleyan University-Marion,IN,IWUM,IWUM
Anabaptist Mennonite Biblical Seminary,IN,AMBS,AMBS
Mid-America College of Funeral Service,IN,MACFS,MACFS
University of Notre Dame,IN,UND,UND
Oakland City University,IN,OCU,OCU
PJ's College of Cosmetology-Richmond,IN,PCCR,PCCR
Ravenscroft Beauty College,IN,RBC,RBC
Rogers Academy of Hair Design,IN,RAHD,RAHD
Rose-Hulman Institute of Technology,IN,RHIT,RHIT
University of Saint Francis-Fort Wayne,IN,USFFW,USFFW
Saint Mary-of-the-Woods College,IN,SMWC,SMWC
Saint Mary's College,IN,SMC,SMC
Saint Meinrad School of Theology,IN,SMST,SMST
Saint Elizabeth School of Nursing,IN,SESN,SESN
Taylor University,IN,TU,TU
Trine University,IN,TU,TU
Valparaiso University,IN,VU,VU
Vincennes Beauty College,IN,VBC,VBC
Vincennes University,IN,VU,VU
Wabash College,IN,WC,WC
Allen College,IA,AC,AC
Briar Cliff University,IA,BCU,BCU
Buena Vista University,IA,BVU,BVU
Capri College-Dubuque,IA,CCD,CCD
Capri College-Cedar Rapids,IA,CCCR,CCCR
Central College,IA,CC,CC
Clarke University,IA,CU,CU
Coe College,IA,CC,CC
Cornell College,IA,CC,CC
Des Moines Area Community College,IA,DMACC,DMACC
Divine Word College,IA,DWC,DWC
Dordt University,IA,DU,DU
Drake University,IA,DU,DU
University of Dubuque,IA,UD,UD
Ellsworth Community College,IA,ECC,ECC
Emmaus Bible College,IA,EBC,EBC
Eastern Iowa Community College District,IA,EICCD,EICCD
Faith Baptist Bible College and Theological Seminary,IA,FBBCTS,FBBCTS
Graceland University-Lamoni,IA,GUL,GUL
Grand View University,IA,GVU,GVU
Grinnell College,IA,GC,GC
Orion Technical College,IA,OTC,OTC
Hawkeye Community College,IA,HCC,HCC
American Hair Academy,IA,AHA,AHA
Indian Hills Community College,IA,IHCC,IHCC
Iowa Central Community College,IA,ICCC,ICCC
Iowa Lakes Community College,IA,ILCC,ILCC
UnityPoint Health-Des Moines School of Radiologic Technology,IA,UHDMSRT,UHDMSRT
Iowa School of Beauty-Des Moines,IA,ISBDM,ISBDM
Iowa State University,IA,ISU,ISU
Iowa Western Community College,IA,IWCC,IWCC
University of Iowa,IA,UI,UI
Kirkwood Community College,IA,KCC,KCC
La James International College-Cedar Falls,IA,LJICCF,LJICCF
La James International College-Johnston,IA,LJICJ,LJICJ
La James College of Hairstyling and Cosmetology,IA,LJCHC,LJCHC
La James International College-Ft Dodge,IA,LJICFD,LJICFD
Loras College,IA,LC,LC
Luther College,IA,LC,LC
Maharishi International University,IA,MIU,MIU
Marshalltown Community College,IA,MCC,MCC
Mercy College of Health Sciences,IA,MCHS,MCHS
Morningside University,IA,MU,MU
Mount Mercy University,IA,MMU,MMU
The University of Arizona Global Campus,AZ,UAGC,UAGC
North Iowa Area Community College,IA,NIACC,NIACC
University of Northern Iowa,IA,UNI,UNI
Northwestern College,IA,NC,NC
Northeast Iowa Community College,IA,NICC,NICC
Northwest Iowa Community College,IA,NICC,NICC
Des Moines University-Osteopathic Medical Center,IA,DMUOMC,DMUOMC
Palmer College of Chiropractic,IA,PCC,PCC
PCI Academy-Ames,IA,PAA,PAA
Saint Ambrose University,IA,SAU,SAU
St Luke's College,IA,SLC,SLC
La James International College-Davenport,IA,LJICD,LJICD
Simpson College,IA,SC,SC
Southeastern Community College,IA,SCC,SCC
Southwestern Community College,IA,SCC,SCC
Capri College-Davenport,IA,CCD,CCD
Iowa School of Beauty-Sioux City,IA,ISBSC,ISBSC
SOHO Hair Academy,IA,SHA,SHA
Upper Iowa University,IA,UIU,UIU
Waldorf University,IA,WU,WU
Wartburg College,IA,WC,WC
Wartburg Theological Seminary,IA,WTS,WTS
The Salon Professional Academy-Cedar Falls,IA,SPACF,SPACF
Western Iowa Tech Community College,IA,WITCC,WITCC
William Penn University,IA,WPU,WPU
Allen County Community College,KS,ACCC,ACCC
Baker University,KS,BU,BU
Barton County Community College,KS,BCCC,BCCC
Benedictine College,KS,BC,BC
Bethany College,KS,BC,BC
Bethel College-North Newton,KS,BCNN,BCNN
Butler Community College,KS,BCC,BCC
Central Christian College of Kansas,KS,CCCK,CCCK
Cloud County Community College,KS,CCCC,CCCC
Coffeyville Community College,KS,CCC,CCC
Colby Community College,KS,CCC,CCC
Cowley County Community College,KS,CCCC,CCCC
Dodge City Community College,KS,DCCC,DCCC
Donnelly College,KS,DC,DC
Emporia State University,KS,ESU,ESU
Flint Hills Technical College,KS,FHTC,FHTC
Fort Hays State University,KS,FHSU,FHSU
Barclay College,KS,BC,BC
Friends University,KS,FU,FU
Fort Scott Community College,KS,FSCC,FSCC
Garden City Community College,KS,GCCC,GCCC
Haskell Indian Nations University,KS,HINU,HINU
Hays Academy of Hair Design,KS,HAHD,HAHD
Hesston College,KS,HC,HC
Hutchinson Community College,KS,HCC,HCC
Independence Community College,KS,ICC,ICC
Johnson County Community College,KS,JCCC,JCCC
Concorde Career College-Kansas City,MO,CCCKC,CCCKC
Kansas City Kansas Community College,KS,KCKCC,KCKCC
Kansas Christian College,KS,KCC,KCC
University of Kansas,KS,UK,UK
Newman University,KS,NU,NU
Old Town Barber College,KS,OTBC,OTBC
Kansas State University,KS,KSU,KSU
Kansas Wesleyan University,KS,KWU,KWU
